coin,timeframe,period,bars,st1_period,st1_mult,st2_period,st2_mult,settings,sl,rr,risk,sl_pct,rr_val,strategy,starting_capital,ending_capital,total_net_profit,return_pct,max_drawdown_inr,max_drawdown_pct,max_profit,max_loss,avg_win,avg_loss,largest_win,largest_loss,win_rate,loss_rate,profit_factor,expectancy,num_trades,winning_trades,losing_trades,breakeven_trades,max_win_streak,max_loss_streak,avg_win_streak,avg_loss_streak,recovery_factor,sharpe,sortino,calmar,exposure_pct,avg_duration_hours,max_duration_hours,min_duration_hours,gross_profit,gross_loss,target,File,oc,ot
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,2.0,12,3.5,"ST1(7,2.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,2.0)+ST2(12,3.5)",10000,9815.26,-184.74,-1.85,1517.0,15.17,204.498,-82.08,113.61,-82.08,170.415,-82.08,41.0,59.0,0.96,-1.85,100,41,59,0,2,2,1.5,1.5,0,0,0,0,69.02,1.5,5,0.5,4658.01,4842.72,4.5%,"SOL_INR_15m_ST1(7,2.0)+ST2(12,3.5)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,7,2.0,"ST1(12,3.5)+ST2(7,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(7,2.0)",10000,9815.26,-184.74,-1.85,1517.0,15.17,204.498,-82.08,113.61,-82.08,170.415,-82.08,41.0,59.0,0.96,-1.85,100,41,59,0,2,2,1.5,1.5,0,0,0,0,69.02,1.5,5,0.5,4658.01,4842.72,4.5%,"SOL_INR_15m_ST1(12,3.5)+ST2(7,2.0)_SL1.5pct_1-3",2,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,4.0,10,2.0,"ST1(12,4.0)+ST2(10,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,4.0)+ST2(10,2.0)",10000,9814.7,-185.3,-1.85,1096.0,10.96,155.052,-66.26,86.14,-66.26,129.21,-66.26,41.98,58.02,0.94,-2.29,81,34,47,0,2,2,1.5,1.5,0,0,0,0,73.6,1.5,5,0.5,2928.76,3114.2200000000003,4.5%,"BTC_INR_15m_ST1(12,4.0)+ST2(10,2.0)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,2.0,12,4.0,"ST1(10,2.0)+ST2(12,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,2.0)+ST2(12,4.0)",10000,9814.7,-185.3,-1.85,1096.0,10.96,155.052,-66.26,86.14,-66.26,129.21,-66.26,41.98,58.02,0.94,-2.29,81,34,47,0,2,2,1.5,1.5,0,0,0,0,73.6,1.5,5,0.5,2928.76,3114.2200000000003,4.5%,"BTC_INR_15m_ST1(10,2.0)+ST2(12,4.0)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.0,14,3.5,"ST1(10,3.0)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(14,3.5)",10000,9814.23,-185.77,-1.86,738.0,7.38,157.536,-64.98,87.52,-64.98,131.28,-64.98,41.18,58.82,0.94,-2.19,85,35,50,0,2,2,1.5,1.5,0,0,0,0,83.54,1.5,5,0.5,3063.2,3249.0,4.5%,"BTC_INR_15m_ST1(10,3.0)+ST2(14,3.5)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,10,3.0,"ST1(14,3.5)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(10,3.0)",10000,9814.23,-185.77,-1.86,738.0,7.38,157.536,-64.98,87.52,-64.98,131.28,-64.98,41.18,58.82,0.94,-2.19,85,35,50,0,2,2,1.5,1.5,0,0,0,0,83.54,1.5,5,0.5,3063.2,3249.0,4.5%,"BTC_INR_15m_ST1(14,3.5)+ST2(10,3.0)_SL1.5pct_1-3",0,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,10,2.0,"ST1(12,3.5)+ST2(10,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(10,2.0)",10000,9814.17,-185.83,-1.86,1359.0,13.59,204.192,-83.4,113.44,-83.4,170.16,-83.4,41.41,58.59,0.96,-1.88,99,41,58,0,2,2,1.5,1.5,0,0,0,0,68.97,1.5,5,0.5,4651.04,4837.200000000001,4.5%,"SOL_INR_15m_ST1(12,3.5)+ST2(10,2.0)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,2.0,12,3.5,"ST1(10,2.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,2.0)+ST2(12,3.5)",10000,9814.17,-185.83,-1.86,1359.0,13.59,204.192,-83.4,113.44,-83.4,170.16,-83.4,41.41,58.59,0.96,-1.88,99,41,58,0,2,2,1.5,1.5,0,0,0,0,68.97,1.5,5,0.5,4651.04,4837.200000000001,4.5%,"SOL_INR_15m_ST1(10,2.0)+ST2(12,3.5)_SL1.5pct_1-3",2,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,3.0,10,3.5,"ST1(7,3.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,3.0)+ST2(10,3.5)",10000,9813.73,-186.27,-1.86,767.0,7.67,156.726,-64.67,87.07,-64.67,130.605,-64.67,41.18,58.82,0.94,-2.19,85,35,50,0,2,2,1.5,1.5,0,0,0,0,81.68,1.5,5,0.5,3047.45,3233.5,4.5%,"BTC_INR_15m_ST1(7,3.0)+ST2(10,3.5)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,7,3.0,"ST1(10,3.5)+ST2(7,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(7,3.0)",10000,9813.73,-186.27,-1.86,767.0,7.67,156.726,-64.67,87.07,-64.67,130.605,-64.67,41.18,58.82,0.94,-2.19,85,35,50,0,2,2,1.5,1.5,0,0,0,0,81.68,1.5,5,0.5,3047.45,3233.5,4.5%,"BTC_INR_15m_ST1(10,3.5)+ST2(7,3.0)_SL1.5pct_1-3",0,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,12,3.0,"ST1(12,3.5)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(12,3.0)",10000,9813.61,-186.39,-1.86,1449.0,14.49,223.632,-81.24,124.24,-81.24,186.36,-81.24,38.68,61.32,0.96,-1.76,106,41,65,0,2,2,1.5,1.5,0,0,0,0,73.89,1.5,5,0.5,5093.84,5280.599999999999,4.5%,"SOL_INR_15m_ST1(12,3.5)+ST2(12,3.0)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,12,3.5,"ST1(12,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(12,3.5)",10000,9813.61,-186.39,-1.86,1449.0,14.49,223.632,-81.24,124.24,-81.24,186.36,-81.24,38.68,61.32,0.96,-1.76,106,41,65,0,2,2,1.5,1.5,0,0,0,0,73.89,1.5,5,0.5,5093.84,5280.599999999999,4.5%,"SOL_INR_15m_ST1(12,3.0)+ST2(12,3.5)_SL1.5pct_1-3",2,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.0,12,3.5,"ST1(10,3.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(12,3.5)",10000,9811.9,-188.1,-1.88,871.0,8.71,159.912,-65.95,88.84,-65.95,133.26,-65.95,41.18,58.82,0.94,-2.21,85,35,50,0,2,2,1.5,1.5,0,0,0,0,82.93,1.5,5,0.5,3109.4,3297.5,4.5%,"BTC_INR_15m_ST1(10,3.0)+ST2(12,3.5)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.5,10,3.0,"ST1(12,3.5)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(10,3.0)",10000,9811.9,-188.1,-1.88,871.0,8.71,159.912,-65.95,88.84,-65.95,133.26,-65.95,41.18,58.82,0.94,-2.21,85,35,50,0,2,2,1.5,1.5,0,0,0,0,82.93,1.5,5,0.5,3109.4,3297.5,4.5%,"BTC_INR_15m_ST1(12,3.5)+ST2(10,3.0)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,10,3.0,"ST1(10,3.5)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(10,3.0)",10000,9810.62,-189.38,-1.89,872.0,8.72,159.912,-65.97,88.84,-65.97,133.26,-65.97,41.18,58.82,0.94,-2.23,85,35,50,0,2,2,1.5,1.5,0,0,0,0,81.26,1.5,5,0.5,3109.4,3298.5,4.5%,"BTC_INR_15m_ST1(10,3.5)+ST2(10,3.0)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.0,10,3.5,"ST1(10,3.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(10,3.5)",10000,9810.62,-189.38,-1.89,872.0,8.72,159.912,-65.97,88.84,-65.97,133.26,-65.97,41.18,58.82,0.94,-2.23,85,35,50,0,2,2,1.5,1.5,0,0,0,0,81.26,1.5,5,0.5,3109.4,3298.5,4.5%,"BTC_INR_15m_ST1(10,3.0)+ST2(10,3.5)_SL1.5pct_1-3",0,1
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,14,4.0,"ST1(7,2.0)+ST2(14,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(7,2.0)+ST2(14,4.0)",10000,9809.32,-190.68,-1.91,889.0,8.89,165.222,-62.86,91.79,-62.86,137.685,-62.86,38.81,61.19,0.93,-2.85,67,26,41,0,2,2,1.5,1.5,0,0,0,0,54.75,1.5,5,0.5,2386.54,2577.26,4.5%,"BTC_INR_30m_ST1(7,2.0)+ST2(14,4.0)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,7,2.0,"ST1(14,4.0)+ST2(7,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,4.0)+ST2(7,2.0)",10000,9809.32,-190.68,-1.91,889.0,8.89,165.222,-62.86,91.79,-62.86,137.685,-62.86,38.81,61.19,0.93,-2.85,67,26,41,0,2,2,1.5,1.5,0,0,0,0,54.75,1.5,5,0.5,2386.54,2577.26,4.5%,"BTC_INR_30m_ST1(14,4.0)+ST2(7,2.0)_SL1.5pct_1-3",0,2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,10,2.0,"ST1(10,3.0)+ST2(10,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(10,2.0)",10000,9805.25,-194.75,-1.95,955.0,9.55,199.206,-70.07,110.67,-70.07,166.005,-70.07,37.33,62.67,0.94,-2.6,75,28,47,0,2,2,1.5,1.5,0,0,0,0,61.02,1.5,5,0.5,3098.76,3293.2899999999995,4.5%,"ETH_INR_30m_ST1(10,3.0)+ST2(10,2.0)_SL1.5pct_1-3",1,2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,10,3.0,"ST1(10,2.0)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,2.0)+ST2(10,3.0)",10000,9805.25,-194.75,-1.95,955.0,9.55,199.206,-70.07,110.67,-70.07,166.005,-70.07,37.33,62.67,0.94,-2.6,75,28,47,0,2,2,1.5,1.5,0,0,0,0,61.02,1.5,5,0.5,3098.76,3293.2899999999995,4.5%,"ETH_INR_30m_ST1(10,2.0)+ST2(10,3.0)_SL1.5pct_1-3",1,2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,10,2.0,"ST1(14,3.0)+ST2(10,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(10,2.0)",10000,9804.58,-195.42,-1.95,955.0,9.55,204.102,-69.3,113.39,-69.3,170.085,-69.3,36.49,63.51,0.94,-2.64,74,27,47,0,2,2,1.5,1.5,0,0,0,0,61.62,1.5,5,0.5,3061.53,3257.1,4.5%,"ETH_INR_30m_ST1(14,3.0)+ST2(10,2.0)_SL1.5pct_1-3",1,2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,14,3.0,"ST1(10,2.0)+ST2(14,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,2.0)+ST2(14,3.0)",10000,9804.58,-195.42,-1.95,955.0,9.55,204.102,-69.3,113.39,-69.3,170.085,-69.3,36.49,63.51,0.94,-2.64,74,27,47,0,2,2,1.5,1.5,0,0,0,0,61.62,1.5,5,0.5,3061.53,3257.1,4.5%,"ETH_INR_30m_ST1(10,2.0)+ST2(14,3.0)_SL1.5pct_1-3",1,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.5,10,4.0,"ST1(10,3.5)+ST2(10,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(10,4.0)",10000,9803.23,-196.77,-1.97,975.0,9.75,179.442,-63.57,99.69,-63.57,149.535,-63.57,37.33,62.67,0.93,-2.62,75,28,47,0,2,2,1.5,1.5,0,0,0,0,66.6,1.5,5,0.5,2791.32,2987.79,4.5%,"BTC_INR_30m_ST1(10,3.5)+ST2(10,4.0)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,10,3.5,"ST1(10,4.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,4.0)+ST2(10,3.5)",10000,9803.23,-196.77,-1.97,975.0,9.75,179.442,-63.57,99.69,-63.57,149.535,-63.57,37.33,62.67,0.93,-2.62,75,28,47,0,2,2,1.5,1.5,0,0,0,0,66.6,1.5,5,0.5,2791.32,2987.79,4.5%,"BTC_INR_30m_ST1(10,4.0)+ST2(10,3.5)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,12,3.0,"ST1(7,4.0)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(7,4.0)+ST2(12,3.0)",10000,9802.1,-197.9,-1.98,852.0,8.52,172.22400000000002,-65.38,95.68,-65.38,143.52,-65.38,38.89,61.11,0.93,-2.75,72,28,44,0,2,2,1.5,1.5,0,0,0,0,63.39,1.5,5,0.5,2679.04,2876.72,4.5%,"BTC_INR_30m_ST1(7,4.0)+ST2(12,3.0)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.0,7,4.0,"ST1(12,3.0)+ST2(7,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(7,4.0)",10000,9802.1,-197.9,-1.98,852.0,8.52,172.22400000000002,-65.38,95.68,-65.38,143.52,-65.38,38.89,61.11,0.93,-2.75,72,28,44,0,2,2,1.5,1.5,0,0,0,0,63.39,1.5,5,0.5,2679.04,2876.72,4.5%,"BTC_INR_30m_ST1(12,3.0)+ST2(7,4.0)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,10,3.5,"ST1(7,2.0)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,2.0)+ST2(10,3.5)",10000,9797.63,-202.37,-2.02,835.0,8.35,168.066,-61.16,93.37,-61.16,140.055,-61.16,37.68,62.32,0.92,-2.93,69,26,43,0,2,2,1.5,1.5,0,0,0,0,57.78,1.5,5,0.5,2427.62,2629.88,4.5%,"BTC_INR_30m_ST1(7,2.0)+ST2(10,3.5)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.5,7,2.0,"ST1(10,3.5)+ST2(7,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(7,2.0)",10000,9797.63,-202.37,-2.02,835.0,8.35,168.066,-61.16,93.37,-61.16,140.055,-61.16,37.68,62.32,0.92,-2.93,69,26,43,0,2,2,1.5,1.5,0,0,0,0,57.78,1.5,5,0.5,2427.62,2629.88,4.5%,"BTC_INR_30m_ST1(10,3.5)+ST2(7,2.0)_SL1.5pct_1-3",0,2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.0,10,3.0,"ST1(12,3.0)+ST2(10,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(10,3.0)",10000,9795.64,-204.36,-2.04,997.0,9.97,194.364,-70.28,107.98,-70.28,161.97,-70.28,37.97,62.03,0.94,-2.59,79,30,49,0,2,2,1.5,1.5,0,0,0,0,66.14,1.5,5,0.5,3239.4,3443.7200000000003,4.5%,"ETH_INR_30m_ST1(12,3.0)+ST2(10,3.0)_SL1.5pct_1-3",1,2
ETH/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,12,3.0,"ST1(10,3.0)+ST2(12,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.0)+ST2(12,3.0)",10000,9795.64,-204.36,-2.04,997.0,9.97,194.364,-70.28,107.98,-70.28,161.97,-70.28,37.97,62.03,0.94,-2.59,79,30,49,0,2,2,1.5,1.5,0,0,0,0,66.14,1.5,5,0.5,3239.4,3443.7200000000003,4.5%,"ETH_INR_30m_ST1(10,3.0)+ST2(12,3.0)_SL1.5pct_1-3",1,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,12,3.5,"ST1(10,4.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,4.0)+ST2(12,3.5)",10000,9794.76,-205.24,-2.05,949.0,9.49,178.97400000000002,-63.6,99.43,-63.6,149.145,-63.6,37.33,62.67,0.93,-2.74,75,28,47,0,2,2,1.5,1.5,0,0,0,0,67.19,1.5,5,0.5,2784.04,2989.2000000000003,4.5%,"BTC_INR_30m_ST1(10,4.0)+ST2(12,3.5)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,10,4.0,"ST1(12,3.5)+ST2(10,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(10,4.0)",10000,9794.76,-205.24,-2.05,949.0,9.49,178.97400000000002,-63.6,99.43,-63.6,149.145,-63.6,37.33,62.67,0.93,-2.74,75,28,47,0,2,2,1.5,1.5,0,0,0,0,67.19,1.5,5,0.5,2784.04,2989.2000000000003,4.5%,"BTC_INR_30m_ST1(12,3.5)+ST2(10,4.0)_SL1.5pct_1-3",0,2
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,7,4.0,"ST1(14,2.0)+ST2(7,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,2.0)+ST2(7,4.0)",10000,9792.55,-207.45,-2.07,1077.0,10.77,161.964,-66.19,89.98,-66.19,134.97,-66.19,40.74,59.26,0.93,-2.56,81,33,48,0,2,2,1.5,1.5,0,0,0,0,72.62,1.5,5,0.5,2969.34,3177.12,4.5%,"BTC_INR_15m_ST1(14,2.0)+ST2(7,4.0)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,4.0,14,2.0,"ST1(7,4.0)+ST2(14,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(7,4.0)+ST2(14,2.0)",10000,9792.55,-207.45,-2.07,1077.0,10.77,161.964,-66.19,89.98,-66.19,134.97,-66.19,40.74,59.26,0.93,-2.56,81,33,48,0,2,2,1.5,1.5,0,0,0,0,72.62,1.5,5,0.5,2969.34,3177.12,4.5%,"BTC_INR_15m_ST1(7,4.0)+ST2(14,2.0)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,10,3.5,14,3.5,"ST1(10,3.5)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(10,3.5)+ST2(14,3.5)",10000,9792.25,-207.75,-2.08,960.0,9.6,158.04,-68.75,87.8,-68.75,131.7,-68.75,42.35,57.65,0.94,-2.44,85,36,49,0,2,2,1.5,1.5,0,0,0,0,81.89,1.5,5,0.5,3160.8,3368.75,4.5%,"BTC_INR_15m_ST1(10,3.5)+ST2(14,3.5)_SL1.5pct_1-3",0,1
BTC/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,10,3.5,"ST1(14,3.5)+ST2(10,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(10,3.5)",10000,9792.25,-207.75,-2.08,960.0,9.6,158.04,-68.75,87.8,-68.75,131.7,-68.75,42.35,57.65,0.94,-2.44,85,36,49,0,2,2,1.5,1.5,0,0,0,0,81.89,1.5,5,0.5,3160.8,3368.75,4.5%,"BTC_INR_15m_ST1(14,3.5)+ST2(10,3.5)_SL1.5pct_1-3",0,1
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,7,3.5,"ST1(12,4.0)+ST2(7,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(12,4.0)+ST2(7,3.5)",10000,9791.29,-208.71,-2.09,936.0,9.36,175.32000000000002,-64.53,97.4,-64.53,146.10000000000002,-64.53,38.16,61.84,0.93,-2.75,76,29,47,0,2,2,1.5,1.5,0,0,0,0,69.73,1.5,5,0.5,2824.6000000000004,3032.91,4.5%,"BTC_INR_30m_ST1(12,4.0)+ST2(7,3.5)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,12,4.0,"ST1(7,3.5)+ST2(12,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(7,3.5)+ST2(12,4.0)",10000,9791.29,-208.71,-2.09,936.0,9.36,175.32000000000002,-64.53,97.4,-64.53,146.10000000000002,-64.53,38.16,61.84,0.93,-2.75,76,29,47,0,2,2,1.5,1.5,0,0,0,0,69.73,1.5,5,0.5,2824.6000000000004,3032.91,4.5%,"BTC_INR_30m_ST1(7,3.5)+ST2(12,4.0)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,7,2.0,"ST1(12,3.5)+ST2(7,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.5)+ST2(7,2.0)",10000,9791.18,-208.82,-2.09,857.0,8.57,168.21,-61.36,93.45,-61.36,140.175,-61.36,37.68,62.32,0.92,-3.03,69,26,43,0,2,2,1.5,1.5,0,0,0,0,58.06,1.5,5,0.5,2429.7000000000003,2638.48,4.5%,"BTC_INR_30m_ST1(12,3.5)+ST2(7,2.0)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,12,3.5,"ST1(7,2.0)+ST2(12,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(7,2.0)+ST2(12,3.5)",10000,9791.18,-208.82,-2.09,857.0,8.57,168.21,-61.36,93.45,-61.36,140.175,-61.36,37.68,62.32,0.92,-3.03,69,26,43,0,2,2,1.5,1.5,0,0,0,0,58.06,1.5,5,0.5,2429.7000000000003,2638.48,4.5%,"BTC_INR_30m_ST1(7,2.0)+ST2(12,3.5)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,12,4.0,"ST1(10,2.0)+ST2(12,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(10,2.0)+ST2(12,4.0)",10000,9790.67,-209.33,-2.09,1019.0,10.19,175.824,-64.67,97.68,-64.67,146.52,-64.67,37.88,62.12,0.92,-3.17,66,25,41,0,2,2,1.5,1.5,0,0,0,0,52.39,1.5,5,0.5,2442.0,2651.4700000000003,4.5%,"BTC_INR_30m_ST1(10,2.0)+ST2(12,4.0)_SL1.5pct_1-3",0,2
BTC/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,10,2.0,"ST1(12,4.0)+ST2(10,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,4.0)+ST2(10,2.0)",10000,9790.67,-209.33,-2.09,1019.0,10.19,175.824,-64.67,97.68,-64.67,146.52,-64.67,37.88,62.12,0.92,-3.17,66,25,41,0,2,2,1.5,1.5,0,0,0,0,52.39,1.5,5,0.5,2442.0,2651.4700000000003,4.5%,"BTC_INR_30m_ST1(12,4.0)+ST2(10,2.0)_SL1.5pct_1-3",0,2
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.0,14,3.5,"ST1(14,3.0)+ST2(14,3.5)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.0)+ST2(14,3.5)",10000,9786.67,-213.33,-2.13,1459.0,14.59,223.506,-81.61,124.17,-81.61,186.255,-81.61,38.68,61.32,0.96,-2.01,106,41,65,0,2,2,1.5,1.5,0,0,0,0,73.91,1.5,5,0.5,5090.97,5304.65,4.5%,"SOL_INR_15m_ST1(14,3.0)+ST2(14,3.5)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,3.5,14,3.0,"ST1(14,3.5)+ST2(14,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,3.5)+ST2(14,3.0)",10000,9786.67,-213.33,-2.13,1459.0,14.59,223.506,-81.61,124.17,-81.61,186.255,-81.61,38.68,61.32,0.96,-2.01,106,41,65,0,2,2,1.5,1.5,0,0,0,0,73.91,1.5,5,0.5,5090.97,5304.65,4.5%,"SOL_INR_15m_ST1(14,3.5)+ST2(14,3.0)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,14,2.0,7,4.0,"ST1(14,2.0)+ST2(7,4.0)",1.5%,1:3,1%,1.5,3.0,"ST1(14,2.0)+ST2(7,4.0)",10000,9786.16,-213.84,-2.14,1190.0,11.9,199.188,-81.91,110.66,-81.91,165.99,-81.91,41.41,58.59,0.95,-2.16,99,41,58,0,2,2,1.5,1.5,0,0,0,0,67.89,1.5,5,0.5,4537.06,4750.78,4.5%,"SOL_INR_15m_ST1(14,2.0)+ST2(7,4.0)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,7,4.0,14,2.0,"ST1(7,4.0)+ST2(14,2.0)",1.5%,1:3,1%,1.5,3.0,"ST1(7,4.0)+ST2(14,2.0)",10000,9786.16,-213.84,-2.14,1190.0,11.9,199.188,-81.91,110.66,-81.91,165.99,-81.91,41.41,58.59,0.95,-2.16,99,41,58,0,2,2,1.5,1.5,0,0,0,0,67.89,1.5,5,0.5,4537.06,4750.78,4.5%,"SOL_INR_15m_ST1(7,4.0)+ST2(14,2.0)_SL1.5pct_1-3",2,1
SOL/INR,15m,2026-07-25 to 2026-09-24 (60D),5742,12,3.0,7,3.0,"ST1(12,3.0)+ST2(7,3.0)",1.5%,1:3,1%,1.5,3.0,"ST1(12,3.0)+ST2(7,3.0)",10000,9782.09,-217.91,-2.18,1452.0,14.52,216.198,-82.81,120.11,-82.81,180.165,-82.81,39.81,60.19,0.96,-2.02,108,43,65,0,2,2,1.5,1.5,0,0,0,0,75.84,1.5,5,0.5,5164.73,5382.650000000001,4.5%,"SOL_INR_15m_ST1(12,3.0)+ST2(7,3.0)_SL1.5pct_1-3",2,1
