strategy,coin,timeframe,params,rr,risk_pct,trades,win_rate,net_profit_inr,final_capital_inr,max_dd_inr,max_dd_pct,profit_factor,expectancy,max_win_streak,max_loss_streak,sharpe,exposure
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.0_S30x3.5,1:3,1.0,56,26.79,-345.25,9654.75,1380.11,12.82,0.93,-6.17,2,7,-2.17,29.29
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S20x3.0,1:2,1.0,67,40.3,689.21,10689.21,1675.31,13.74,1.14,10.29,5,8,6.08,34.04
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S20x3.0,1:3,1.0,56,30.36,573.27,10573.27,1401.08,11.97,1.12,10.24,3,7,5.13,41.3
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S20x3.5,1:2,1.0,70,35.71,-411.18,9588.82,1628.9,14.75,0.92,-5.87,5,9,-2.82,25.68
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S20x3.5,1:3,1.0,64,28.12,-115.09,9884.91,1493.34,13.45,0.98,-1.8,3,8,-0.12,31.3
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S30x3.0,1:2,1.0,61,40.98,742.77,10742.77,1414.28,11.8,1.17,12.18,4,7,7.06,31.3
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S30x3.0,1:3,1.0,55,30.91,653.78,10653.78,1152.48,9.99,1.15,11.89,3,8,5.8,35.78
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S30x3.5,1:2,1.0,68,39.71,410.66,10410.66,1496.32,12.77,1.08,6.04,5,7,3.86,26.78
TRIPLE,BTC/USDT,4h,F7x1.5_M14x2.5_S30x3.5,1:3,1.0,62,30.65,517.84,10517.84,1261.61,10.98,1.1,8.35,3,7,4.34,32.6
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.0_S30x3.0,1:2,1.0,56,39.29,440.19,10440.19,1108.01,9.73,1.11,7.86,3,6,4.85,33.13
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.0_S30x3.0,1:3,1.0,50,28.0,33.73,10033.73,1310.05,12.17,1.01,0.67,2,10,1.0,34.47
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.0_S30x3.5,1:2,1.0,59,37.29,-2.4,9997.6,1301.15,11.71,1.0,-0.04,3,8,0.55,28.01
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.0_S30x3.5,1:3,1.0,55,27.27,-216.6,9783.4,1255.04,11.66,0.95,-3.94,2,7,-1.12,31.76
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.5_S30x3.0,1:2,1.0,65,40.0,576.62,10576.62,1666.65,13.8,1.12,8.87,5,8,5.35,29.7
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.5_S30x3.0,1:3,1.0,56,30.36,516.46,10516.46,1402.23,12.03,1.11,9.22,4,8,4.7,33.11
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.5_S30x3.5,1:2,1.0,68,39.71,382.66,10382.66,1763.8,14.75,1.08,5.63,6,8,3.64,23.68
TRIPLE,BTC/USDT,4h,F7x1.5_M20x2.5_S30x3.5,1:3,1.0,59,32.2,838.92,10838.92,1575.17,13.0,1.17,14.22,4,8,6.71,29.34
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S20x3.0,1:2,1.0,64,37.5,197.27,10197.27,1054.81,9.51,1.04,3.08,5,6,2.28,38.9
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S20x3.0,1:3,1.0,53,20.75,-1317.18,8682.82,2111.6,19.97,0.69,-24.85,3,14,-12.64,44.5
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S20x3.5,1:2,1.0,57,31.58,-905.32,9094.68,1477.17,14.51,0.78,-15.88,4,8,-9.03,30.43
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S20x3.5,1:3,1.0,52,19.23,-1662.98,8337.02,2171.09,21.13,0.6,-31.98,3,17,-17.23,37.37
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S30x3.0,1:2,1.0,62,35.48,-191.17,9808.83,976.03,9.18,0.96,-3.08,4,6,-1.19,37.53
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S30x3.0,1:3,1.0,56,19.64,-1609.27,8390.73,2396.34,22.66,0.64,-28.74,3,16,-15.31,42.58
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S30x3.5,1:2,1.0,55,41.82,804.52,10804.52,808.51,7.88,1.22,14.63,6,5,8.25,31.3
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.0_S30x3.5,1:3,1.0,49,26.53,-288.7,9711.3,1134.0,10.72,0.93,-5.89,3,8,-2.04,37.49
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S20x3.0,1:2,1.0,65,43.08,1315.23,11315.23,1004.62,8.27,1.29,20.23,7,6,11.05,39.32
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S20x3.0,1:3,1.0,52,21.15,-1208.89,8791.11,2177.11,20.26,0.71,-23.25,2,10,-11.63,46.67
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S20x3.5,1:2,1.0,53,39.62,362.59,10362.59,716.93,7.04,1.1,6.84,5,5,4.3,27.97
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S20x3.5,1:3,1.0,48,18.75,-1607.99,8392.01,2117.61,20.6,0.58,-33.5,2,14,-18.21,36.16
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S30x3.0,1:2,1.0,59,40.68,693.69,10693.69,1030.32,8.91,1.17,11.76,5,6,6.89,34.68
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S30x3.0,1:3,1.0,53,18.87,-1672.93,8327.07,2629.5,24.47,0.61,-31.56,2,13,-17.27,40.78
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S30x3.5,1:2,1.0,53,47.17,1674.13,11674.13,613.28,5.08,1.48,31.59,5,4,16.47,29.93
TRIPLE,BTC/USDT,4h,F7x2.0_M14x2.5_S30x3.5,1:3,1.0,47,25.53,-448.54,9551.46,1581.96,14.55,0.88,-9.54,3,7,-3.83,37.01
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.0_S30x3.0,1:2,1.0,57,36.84,65.29,10065.29,993.36,9.14,1.02,1.15,4,6,1.21,36.37
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.0_S30x3.0,1:3,1.0,52,19.23,-1564.46,8435.54,2352.66,22.24,0.62,-30.09,2,14,-16.15,41.12
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.0_S30x3.5,1:2,1.0,46,45.65,1281.71,11281.71,687.77,6.05,1.43,27.86,5,5,14.73,29.84
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.0_S30x3.5,1:3,1.0,41,26.83,-161.91,9838.09,1010.72,9.56,0.95,-3.95,2,6,-1.11,35.68
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.5_S30x3.0,1:2,1.0,59,37.29,72.71,10072.71,1143.39,10.34,1.02,1.23,4,7,1.26,32.37
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.5_S30x3.0,1:3,1.0,53,16.98,-1996.85,8003.15,2945.28,27.4,0.54,-37.68,2,14,-22.08,38.11
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.5_S30x3.5,1:2,1.0,50,48.0,1701.88,11701.88,635.43,5.36,1.53,34.04,5,5,17.64,26.35
TRIPLE,BTC/USDT,4h,F7x2.0_M20x2.5_S30x3.5,1:3,1.0,44,25.0,-519.04,9480.96,1650.51,15.19,0.86,-11.8,3,9,-4.95,33.4
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S20x3.0,1:2,1.0,71,29.58,-1468.25,8531.75,2555.87,23.05,0.73,-20.68,3,8,-12.67,29.45
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S20x3.0,1:3,1.0,63,19.05,-2005.38,7994.62,2675.62,25.08,0.63,-31.83,2,15,-17.69,38.01
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S20x3.5,1:2,1.0,72,26.39,-2139.95,7860.05,2317.33,22.77,0.61,-29.72,2,10,-19.85,24.04
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S20x3.5,1:3,1.0,65,18.46,-2268.04,7731.96,2615.68,25.28,0.59,-34.89,2,14,-19.98,32.1
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S30x3.0,1:2,1.0,68,30.88,-1171.14,8828.86,2217.33,20.07,0.78,-17.22,2,10,-10.15,29.93
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S30x3.0,1:3,1.0,62,20.97,-1587.43,8412.57,2318.04,21.6,0.7,-25.6,2,14,-13.24,36.71
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S30x3.5,1:2,1.0,70,27.14,-1964.97,8035.03,2225.55,21.69,0.64,-28.07,2,9,-18.32,23.88
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.0_S30x3.5,1:3,1.0,64,18.75,-2179.2,7820.8,2641.93,25.25,0.6,-34.05,2,14,-19.22,32.35
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.5_S20x3.0,1:2,1.0,73,34.25,-566.12,9433.88,2124.84,18.38,0.9,-7.76,4,8,-3.98,32.99
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.5_S20x3.0,1:3,1.0,61,22.95,-1098.81,8901.19,2154.9,19.49,0.79,-18.01,2,11,-8.5,44.25
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.5_S20x3.5,1:2,1.0,70,31.43,-1191.69,8808.31,1853.02,17.38,0.78,-17.02,3,10,-9.95,25.5
TRIPLE,BTC/USDT,4h,F10x1.5_M14x2.5_S20x3.5,1:3,1.0,64,20.31,-1815.2,8184.8,2277.93,21.77,0.66,-28.36,1,12,-15.0,36.14
SINGLE,ETH/USDT,1h,P7x1.5,1:2,1.0,498,30.52,-7191.83,2808.17,7299.98,73.0,0.66,-14.44,4,16,-14.86,67.92
SINGLE,ETH/USDT,1h,P7x1.5,1:3,1.0,321,25.23,-4087.53,5912.47,4248.85,42.49,0.8,-12.73,4,15,-7.16,77.78
SINGLE,ETH/USDT,1h,P7x2.0,1:2,1.0,302,31.13,-4454.58,5545.42,4806.21,48.06,0.74,-14.75,4,18,-10.87,70.37
SINGLE,ETH/USDT,1h,P7x2.0,1:3,1.0,208,20.67,-4730.15,5269.85,5015.38,49.1,0.67,-22.74,3,18,-14.86,78.9
SINGLE,ETH/USDT,1h,P7x2.5,1:2,1.0,230,35.65,-1136.83,8863.17,2018.65,19.75,0.92,-4.94,4,9,-2.42,70.91
SINGLE,ETH/USDT,1h,P7x2.5,1:3,1.0,172,24.42,-2352.51,7647.49,2763.79,26.72,0.81,-13.68,2,12,-6.8,77.25
SINGLE,ETH/USDT,1h,P7x3.0,1:2,1.0,157,29.3,-2800.89,7199.11,3218.9,31.14,0.73,-17.84,3,8,-11.94,72.39
SINGLE,ETH/USDT,1h,P7x3.0,1:3,1.0,121,28.93,867.07,10867.07,1434.57,11.66,1.09,7.17,5,9,3.8,75.86
SINGLE,ETH/USDT,1h,P7x3.5,1:2,1.0,125,35.2,-319.56,9680.44,1981.35,17.37,0.96,-2.56,3,10,-0.91,73.56
SINGLE,ETH/USDT,1h,P7x3.5,1:3,1.0,110,25.45,-659.77,9340.23,2210.42,19.14,0.93,-6.0,3,12,-2.19,77.77
SINGLE,ETH/USDT,1h,P10x1.5,1:2,1.0,497,33.6,-5388.62,4611.38,6324.45,60.38,0.8,-10.84,7,13,-8.54,68.74
SINGLE,ETH/USDT,1h,P10x1.5,1:3,1.0,331,29.0,-211.94,9788.06,4746.93,33.27,0.99,-0.64,4,14,0.42,78.64
SINGLE,ETH/USDT,1h,P10x2.0,1:2,1.0,324,32.41,-4038.92,5961.08,4372.23,43.38,0.79,-12.47,3,10,-8.74,71.04
SINGLE,ETH/USDT,1h,P10x2.0,1:3,1.0,231,22.08,-4540.99,5459.01,4607.13,46.07,0.71,-19.66,4,16,-12.43,78.45
SINGLE,ETH/USDT,1h,P10x2.5,1:2,1.0,252,28.17,-4959.38,5040.62,5218.96,51.47,0.66,-19.68,3,12,-15.91,68.61
SINGLE,ETH/USDT,1h,P10x2.5,1:3,1.0,171,21.05,-3758.13,6241.87,3822.12,38.22,0.68,-21.98,3,11,-13.15,77.64
SINGLE,ETH/USDT,1h,P10x3.0,1:2,1.0,177,29.38,-3179.34,6820.66,3736.7,35.99,0.73,-17.96,6,9,-12.32,74.21
SINGLE,ETH/USDT,1h,P10x3.0,1:3,1.0,132,24.24,-1677.74,8322.26,2037.85,19.72,0.83,-12.71,3,9,-5.97,80.67
SINGLE,ETH/USDT,1h,P10x3.5,1:2,1.0,149,30.87,-2030.58,7969.42,2142.51,21.32,0.8,-13.63,3,9,-8.38,71.5
SINGLE,ETH/USDT,1h,P10x3.5,1:3,1.0,114,23.68,-1341.9,8658.1,1897.24,18.69,0.84,-11.77,4,16,-5.34,79.48
SINGLE,ETH/USDT,1h,P14x1.5,1:2,1.0,498,34.54,-4655.49,5344.51,5366.09,52.86,0.83,-9.35,4,14,-6.72,69.96
SINGLE,ETH/USDT,1h,P14x1.5,1:3,1.0,349,26.36,-3237.6,6762.4,4610.21,42.94,0.87,-9.28,3,15,-4.55,78.41
SINGLE,ETH/USDT,1h,P14x2.0,1:2,1.0,345,34.2,-3144.57,6855.43,4672.99,41.76,0.86,-9.11,6,12,-5.72,70.25
SINGLE,ETH/USDT,1h,P14x2.0,1:3,1.0,227,25.11,-2544.53,7455.47,2775.21,27.38,0.85,-11.21,3,19,-5.41,80.18
SINGLE,ETH/USDT,1h,P14x2.5,1:2,1.0,247,32.79,-2622.29,7377.71,3225.08,32.25,0.82,-10.62,4,10,-6.54,69.58
SINGLE,ETH/USDT,1h,P14x2.5,1:3,1.0,183,22.95,-3098.61,6901.39,3398.25,33.98,0.74,-16.93,5,11,-9.2,76.39
SINGLE,ETH/USDT,1h,P14x3.0,1:2,1.0,178,30.9,-2623.78,7376.22,2809.2,28.09,0.77,-14.74,5,11,-9.49,72.88
SINGLE,ETH/USDT,1h,P14x3.0,1:3,1.0,135,23.7,-1972.2,8027.8,2225.68,21.76,0.8,-14.61,3,11,-7.19,80.96
SINGLE,ETH/USDT,1h,P14x3.5,1:2,1.0,145,27.59,-2957.61,7042.39,3707.15,34.49,0.71,-20.4,3,9,-14.05,69.99
SINGLE,ETH/USDT,1h,P14x3.5,1:3,1.0,112,24.11,-1109.99,8890.01,2100.33,19.11,0.88,-9.91,3,9,-4.29,77.85
SINGLE,ETH/USDT,1h,P20x1.5,1:2,1.0,515,33.4,-5589.8,4410.2,6454.1,62.05,0.79,-10.85,6,14,-8.71,68.76
SINGLE,ETH/USDT,1h,P20x1.5,1:3,1.0,396,25.51,-4526.68,5473.32,4864.19,48.64,0.81,-11.43,3,14,-6.54,76.83
SINGLE,ETH/USDT,1h,P20x2.0,1:2,1.0,347,32.28,-4301.36,5698.64,4696.66,45.98,0.79,-12.4,4,10,-8.88,70.71
SINGLE,ETH/USDT,1h,P20x2.0,1:3,1.0,232,26.72,-1442.62,8557.38,2345.08,23.19,0.92,-6.22,8,13,-2.41,79.32
SINGLE,ETH/USDT,1h,P20x2.5,1:2,1.0,250,33.2,-2530.6,7469.4,3126.19,30.26,0.83,-10.12,4,10,-6.17,70.16
SINGLE,ETH/USDT,1h,P20x2.5,1:3,1.0,186,25.27,-1845.78,8154.22,2326.37,23.01,0.87,-9.92,4,9,-4.45,77.36
SINGLE,ETH/USDT,1h,P20x3.0,1:2,1.0,182,31.87,-2391.49,7608.51,2852.8,27.78,0.8,-13.14,4,15,-8.24,70.01
SINGLE,ETH/USDT,1h,P20x3.0,1:3,1.0,149,19.46,-3888.05,6111.95,4450.56,42.21,0.64,-26.09,2,15,-16.53,75.01
SINGLE,ETH/USDT,1h,P20x3.5,1:2,1.0,148,36.49,250.52,10250.52,1622.12,13.87,1.02,1.69,4,14,1.52,68.65
SINGLE,ETH/USDT,1h,P20x3.5,1:3,1.0,114,22.81,-1648.98,8351.02,2864.51,26.09,0.81,-14.46,3,19,-6.98,76.0
SINGLE,ETH/USDT,1h,P30x1.5,1:2,1.0,556,32.37,-6623.48,3376.52,7068.11,69.99,0.75,-11.91,4,16,-10.96,67.04
SINGLE,ETH/USDT,1h,P30x1.5,1:3,1.0,409,25.43,-4732.13,5267.87,5175.77,51.76,0.79,-11.57,3,23,-6.8,74.64
SINGLE,ETH/USDT,1h,P30x2.0,1:2,1.0,343,34.4,-2923.86,7076.14,3942.0,37.09,0.86,-8.52,4,13,-5.2,71.0
SINGLE,ETH/USDT,1h,P30x2.0,1:3,1.0,243,25.93,-2187.13,7812.87,3323.43,33.2,0.87,-9.0,8,11,-4.05,79.39
SINGLE,ETH/USDT,1h,P30x2.5,1:2,1.0,232,35.34,-1125.51,8874.49,2083.76,20.14,0.93,-4.85,4,11,-2.35,74.32
SINGLE,ETH/USDT,1h,P30x2.5,1:3,1.0,172,25.0,-1807.92,8192.08,2317.91,23.18,0.85,-10.51,3,13,-4.79,80.91
SINGLE,ETH/USDT,1h,P30x3.0,1:2,1.0,181,35.36,-686.02,9313.98,1763.85,16.26,0.95,-3.79,3,8,-1.66,73.55
SINGLE,ETH/USDT,1h,P30x3.0,1:3,1.0,145,22.76,-2526.82,7473.18,3140.81,29.66,0.78,-17.43,3,13,-9.12,79.32
SINGLE,ETH/USDT,1h,P30x3.5,1:2,1.0,146,29.45,-2432.02,7567.98,3262.65,30.12,0.77,-16.66,4,10,-10.81,70.98
SINGLE,ETH/USDT,1h,P30x3.5,1:3,1.0,121,20.66,-2545.21,7454.79,3222.19,30.18,0.72,-21.03,3,11,-11.49,76.99
DOUBLE,ETH/USDT,1h,F7x1.5_S14x2.5,1:2,1.0,230,33.91,-2122.65,7877.35,2263.34,22.63,0.85,-9.23,4,10,-5.39,59.6
DOUBLE,ETH/USDT,1h,F7x1.5_S14x2.5,1:3,1.0,193,23.83,-2922.48,7077.52,3061.88,30.55,0.8,-15.14,3,10,-7.94,65.54
DOUBLE,ETH/USDT,1h,F7x1.5_S14x3.5,1:2,1.0,206,30.58,-3321.71,6678.29,3321.71,33.22,0.75,-16.13,4,13,-10.96,58.35
DOUBLE,ETH/USDT,1h,F7x1.5_S14x3.5,1:3,1.0,167,23.35,-2712.19,7287.81,3921.38,34.98,0.8,-16.24,6,13,-8.48,65.34
DOUBLE,ETH/USDT,1h,F7x1.5_S20x3.0,1:2,1.0,206,36.41,-794.86,9205.14,1789.86,17.9,0.94,-3.86,5,10,-1.72,61.12
DOUBLE,ETH/USDT,1h,F7x1.5_S20x3.0,1:3,1.0,173,27.17,-964.97,9035.03,2782.44,23.55,0.93,-5.58,3,10,-2.03,65.94
DOUBLE,ETH/USDT,1h,F7x1.5_S30x2.5,1:2,1.0,234,35.04,-1777.45,8222.55,2645.66,26.46,0.88,-7.6,3,11,-4.24,60.39
DOUBLE,ETH/USDT,1h,F7x1.5_S30x2.5,1:3,1.0,176,23.3,-2990.25,7009.75,3105.46,31.05,0.77,-16.99,3,13,-9.17,69.12
DOUBLE,ETH/USDT,1h,F7x1.5_S30x3.5,1:2,1.0,210,32.38,-2538.91,7461.09,2771.18,27.08,0.82,-12.09,5,10,-7.51,61.26
DOUBLE,ETH/USDT,1h,F7x1.5_S30x3.5,1:3,1.0,160,24.38,-1913.54,8086.46,2781.79,25.6,0.84,-11.96,4,11,-5.57,69.36
DOUBLE,ETH/USDT,1h,F7x2.0_S14x3.0,1:2,1.0,175,30.29,-2976.96,7023.04,2994.8,29.89,0.73,-17.01,7,10,-11.39,54.75
DOUBLE,ETH/USDT,1h,F7x2.0_S14x3.0,1:3,1.0,155,20.0,-3845.58,6154.42,3845.58,38.46,0.65,-24.81,3,16,-15.2,60.92
DOUBLE,ETH/USDT,1h,F7x2.0_S20x2.5,1:2,1.0,227,33.48,-2139.97,7860.03,2743.7,26.97,0.85,-9.43,4,14,-5.53,60.68
DOUBLE,ETH/USDT,1h,F7x2.0_S20x2.5,1:3,1.0,187,20.32,-4422.75,5577.25,4551.4,45.51,0.64,-23.65,4,11,-15.23,69.63
DOUBLE,ETH/USDT,1h,F7x2.0_S20x3.5,1:2,1.0,158,27.85,-3430.75,6569.25,3430.75,34.31,0.67,-21.71,4,15,-15.42,53.9
DOUBLE,ETH/USDT,1h,F7x2.0_S20x3.5,1:3,1.0,132,20.45,-3152.56,6847.44,3152.56,31.53,0.67,-23.88,3,12,-13.69,61.64
DOUBLE,ETH/USDT,1h,F7x2.0_S30x3.0,1:2,1.0,176,28.41,-3518.09,6481.91,3568.27,35.68,0.66,-19.99,4,13,-14.24,60.03
DOUBLE,ETH/USDT,1h,F7x2.0_S30x3.0,1:3,1.0,147,17.01,-4616.62,5383.38,4616.62,46.17,0.51,-31.41,3,26,-22.16,68.05
DOUBLE,ETH/USDT,1h,F7x2.5_S14x2.5,1:2,1.0,248,31.45,-3612.1,6387.9,4237.02,42.37,0.75,-14.56,6,10,-10.1,62.32
DOUBLE,ETH/USDT,1h,F7x2.5_S14x2.5,1:3,1.0,197,22.34,-3854.35,6145.65,4074.27,40.74,0.71,-19.57,3,16,-11.65,68.63
DOUBLE,ETH/USDT,1h,F7x2.5_S14x3.5,1:2,1.0,128,32.03,-1507.17,8492.83,1626.57,16.07,0.83,-11.77,4,11,-6.8,56.85
DOUBLE,ETH/USDT,1h,F7x2.5_S14x3.5,1:3,1.0,109,24.77,-1064.85,8935.15,1912.89,17.63,0.87,-9.77,4,10,-4.13,61.61
DOUBLE,ETH/USDT,1h,F7x2.5_S20x3.0,1:2,1.0,165,32.12,-2071.59,7928.41,2325.89,23.0,0.81,-12.55,2,12,-7.64,60.39
DOUBLE,ETH/USDT,1h,F7x2.5_S20x3.0,1:3,1.0,140,24.29,-1860.59,8139.41,2567.47,24.5,0.82,-13.29,3,12,-6.37,67.53
DOUBLE,ETH/USDT,1h,F7x2.5_S30x2.5,1:2,1.0,214,31.31,-3050.94,6949.06,3511.93,35.12,0.75,-14.26,4,14,-9.45,64.8
DOUBLE,ETH/USDT,1h,F7x2.5_S30x2.5,1:3,1.0,166,19.28,-4364.63,5635.37,4563.37,45.63,0.6,-26.29,3,14,-17.4,71.79
DOUBLE,ETH/USDT,1h,F7x2.5_S30x3.5,1:2,1.0,132,32.58,-1330.27,8669.73,2085.8,19.39,0.85,-10.08,4,8,-5.67,56.42
DOUBLE,ETH/USDT,1h,F7x2.5_S30x3.5,1:3,1.0,127,21.26,-2623.65,7376.35,2623.65,26.24,0.72,-20.66,2,11,-11.19,58.88
DOUBLE,ETH/USDT,1h,F10x1.5_S14x3.0,1:2,1.0,206,36.41,-710.19,9289.81,2373.68,21.85,0.95,-3.45,6,11,-1.46,59.46
DOUBLE,ETH/USDT,1h,F10x1.5_S14x3.0,1:3,1.0,165,30.3,1566.52,11566.52,1812.44,13.55,1.11,9.49,7,13,4.63,66.62
DOUBLE,ETH/USDT,1h,F10x1.5_S20x2.5,1:2,1.0,245,35.92,-1378.84,8621.16,2121.83,21.22,0.91,-5.63,4,8,-2.88,57.33
DOUBLE,ETH/USDT,1h,F10x1.5_S20x2.5,1:3,1.0,202,24.75,-2542.83,7457.17,3238.23,32.38,0.81,-12.59,3,17,-6.21,63.48
DOUBLE,ETH/USDT,1h,F10x1.5_S20x3.5,1:2,1.0,199,37.19,-88.84,9911.16,2058.5,18.48,0.99,-0.45,5,8,0.32,62.42
DOUBLE,ETH/USDT,1h,F10x1.5_S20x3.5,1:3,1.0,133,23.31,-2035.89,7964.11,2072.09,20.72,0.79,-15.31,3,10,-7.49,75.35
DOUBLE,ETH/USDT,1h,F10x1.5_S30x3.0,1:2,1.0,223,34.08,-1917.23,8082.77,3134.84,31.35,0.86,-8.6,3,13,-4.9,62.2
DOUBLE,ETH/USDT,1h,F10x1.5_S30x3.0,1:3,1.0,177,23.16,-2824.13,7175.87,4074.49,40.74,0.75,-15.96,4,20,-8.34,69.41
DOUBLE,ETH/USDT,1h,F10x2.0_S14x2.5,1:2,1.0,194,35.57,-787.25,9212.75,2051.12,20.18,0.94,-4.06,4,14,-1.81,60.81
DOUBLE,ETH/USDT,1h,F10x2.0_S14x2.5,1:3,1.0,149,21.48,-3059.15,6940.85,3177.0,31.77,0.72,-20.53,2,19,-11.38,68.57
DOUBLE,ETH/USDT,1h,F10x2.0_S14x3.5,1:2,1.0,156,35.9,-553.94,9446.06,2304.37,20.56,0.95,-3.55,5,12,-1.5,53.34
DOUBLE,ETH/USDT,1h,F10x2.0_S14x3.5,1:3,1.0,134,24.63,-1470.7,8529.3,2739.46,24.31,0.86,-10.98,5,21,-4.88,62.13
DOUBLE,ETH/USDT,1h,F10x2.0_S20x3.0,1:2,1.0,161,39.13,979.05,10979.05,2123.11,20.89,1.09,6.08,6,12,3.82,56.23
DOUBLE,ETH/USDT,1h,F10x2.0_S20x3.0,1:3,1.0,127,27.56,-138.83,9861.17,2505.25,21.22,0.99,-1.09,4,13,0.2,64.27
DOUBLE,ETH/USDT,1h,F10x2.0_S30x2.5,1:2,1.0,210,37.62,244.45,10244.45,1383.64,12.6,1.02,1.16,4,9,1.22,63.42
DOUBLE,ETH/USDT,1h,F10x2.0_S30x2.5,1:3,1.0,153,24.84,-1623.64,8376.36,1976.8,19.74,0.86,-10.61,3,10,-4.79,73.31
DOUBLE,ETH/USDT,1h,F10x2.0_S30x3.5,1:2,1.0,157,33.76,-1305.78,8694.22,1817.98,17.51,0.88,-8.32,5,8,-4.55,56.6
DOUBLE,ETH/USDT,1h,F10x2.0_S30x3.5,1:3,1.0,131,25.19,-1109.2,8890.8,2800.68,24.12,0.89,-8.47,3,15,-3.49,61.94
DOUBLE,ETH/USDT,1h,F10x2.5_S14x3.0,1:2,1.0,168,30.95,-2527.02,7472.98,3172.21,31.72,0.75,-15.04,3,14,-9.58,63.08
DOUBLE,ETH/USDT,1h,F10x2.5_S14x3.0,1:3,1.0,129,24.03,-1573.55,8426.45,2551.34,25.51,0.83,-12.2,3,14,-5.6,71.5
DOUBLE,ETH/USDT,1h,F10x2.5_S20x2.5,1:2,1.0,222,29.28,-4088.67,5911.33,4373.36,43.73,0.69,-18.42,4,13,-13.61,63.82
DOUBLE,ETH/USDT,1h,F10x2.5_S20x2.5,1:3,1.0,189,23.81,-2756.29,7243.71,3335.02,32.05,0.81,-14.58,4,13,-7.49,71.4
DOUBLE,ETH/USDT,1h,F10x2.5_S20x3.5,1:2,1.0,139,33.81,-1127.72,8872.28,1478.39,14.69,0.88,-8.11,5,7,-4.36,52.88
DOUBLE,ETH/USDT,1h,F10x2.5_S20x3.5,1:3,1.0,115,25.22,-922.93,9077.07,1604.95,15.46,0.89,-8.03,3,11,-3.22,61.87
DOUBLE,ETH/USDT,1h,F10x2.5_S30x3.0,1:2,1.0,178,33.71,-1506.89,8493.11,2583.74,25.84,0.87,-8.47,4,9,-4.71,58.81
DOUBLE,ETH/USDT,1h,F10x2.5_S30x3.0,1:3,1.0,138,24.64,-1467.27,8532.73,1862.29,18.62,0.86,-10.63,2,10,-4.73,67.51
DOUBLE,ETH/USDT,1h,F14x1.5_S20x2.5,1:2,1.0,246,36.99,-598.88,9401.12,2299.07,22.99,0.96,-2.43,5,21,-0.85,56.02
DOUBLE,ETH/USDT,1h,F14x1.5_S20x2.5,1:3,1.0,180,25.0,-2338.79,7661.21,2813.86,28.14,0.82,-12.99,3,16,-6.36,65.47
